species,pu,amount
22,27139,3051.9
1,39129,384.3
18,39129,26802.5
20,39129,9798.8
21,39129,3650.5
22,39129,192.1
4,51145,226340.1
5,51145,199.4
17,51145,12663.1
18,51145,666556.7
19,51145,199.4
20,51145,5484.0
5,08014,48.5
20,08014,436.1
4,47099,42840.0
17,47099,3815.3
18,47099,1191999.1
19,47099,2180.2
20,47099,2398.2
1,26009,252511.6
2,26009,160240.5
20,26009,3417.5
22,26009,1505323.8
3,45069,23678.4
4,45069,525066.1
17,45069,23209.5
18,45069,182159.4
19,45069,446060.0
20,45069,17348.5
6,16009,1723909.1
7,16009,251203.0
9,16009,956913.9
10,16009,5961.1
11,16009,338214.2
12,16009,10248.9
20,16009,1568.7
22,16009,836.6
17,17103,372.2
18,17103,120102.9
20,17103,5087.0
21,17103,2853.7
18,31127,36511.0
20,31127,18769.8
21,31127,17998.4
3,37031,264826.6
4,37031,1661301.8
17,37031,29193.5
18,37031,49244.0
19,37031,268034.7
5,20149,2638.0
17,20149,938.0
18,20149,139523.0
20,20149,43146.6
21,20149,8559.0
1,26075,107.6
18,26075,1076.3
20,26075,5919.7
21,26075,215.3
22,26075,695830.8
4,48091,444909.9
17,48091,37484.9
18,48091,31148.2
19,48091,25123.8
20,48091,40519.4
1,25019,250.8
2,25019,250.8
4,25019,417.9
17,25019,38366.9
18,25019,33853.1
19,25019,83.6
20,25019,668.7
21,25019,3009.2
22,25019,83.6
3,45009,5419.8
4,45009,824906.9
17,45009,15157.0
18,45009,65955.8
19,45009,345579.0
20,45009,2755.8
19,48007,234.7
20,48007,3185.7
3,13019,443743.4
4,13019,100562.5
17,13019,69132.4
18,13019,16059.7
19,13019,232417.3
20,13019,68.9
18,18165,165888.2
19,18165,355.2
20,18165,32325.1
21,18165,8170.1
1,26143,284799.7
2,26143,202893.8
22,26143,1266506.5
1,37005,49913.3
4,37005,7611.8
17,37005,75618.6
18,37005,741960.7
21,37005,3618.7
5,06035,1004372.0
6,06035,3878.7
7,06035,3884249.8
9,06035,643129.4
10,06035,252010.3
14,06035,7442.9
15,06035,2768129.4
22,06035,5451.1
24,06035,77259.4
18,51610,3602.4
3,12081,253250.3
4,12081,597.8
17,12081,2689.9
18,12081,76712.3
19,12081,106401.0
27,12081,28792.0
1,39119,1026.4
18,39119,1161180.4
20,39119,56042.1
21,39119,117011.0
22,39119,7492.8
5,08015,372970.2
6,08015,129492.1
7,08015,145822.9
9,08015,416464.2
10,08015,184258.2
14,08015,17045.7
22,08015,217579.7
24,08015,604.8
5,08043,826101.7
6,08043,199336.5
7,08043,287523.0
9,08043,59739.3
10,08043,582.7
14,08043,1439.5
20,08043,993.9
22,08043,75025.4
24,08043,14737.7
3,28109,653551.2
4,28109,553321.7
17,28109,324670.3
18,28109,151763.0
19,28109,581239.5
20,28109,549.2
3,28111,885721.3
4,28111,458400.5
17,28111,391147.6
18,28111,441041.6
19,28111,323479.0
5,31041,22831.1
17,31041,14787.2
18,31041,192.7
20,31041,17677.2
3,12013,1206841.9
4,12013,178524.6
17,12013,10467.6
18,12013,181981.8
19,12013,439829.4
20,12013,11427.9
4,21117,164.2
5,21117,24053.4
17,21117,21918.9
18,21117,143991.8
20,21117,27419.2
21,21117,11164.7
18,19037,14270.2
20,19037,41871.7
21,19037,3755.3
22,19037,12017.0
18,17037,51538.9
20,17037,7292.1
21,17037,1730.3
18,19081,3025.2
20,19081,2924.4
21,19081,1109.3
22,19081,100.8
1,26095,742237.5
2,26095,1638419.2
22,26095,1307581.0
18,40019,765933.2
20,40019,473.2
4,37139,176836.8
17,37139,44099.7
18,37139,42055.3
19,37139,175814.6
5,35055,1092863.9
6,35055,474162.8
7,35055,324816.3
9,35055,1465118.0
10,35055,71.8
14,35055,6100.2
22,35055,293167.1
24,35055,10477.9
18,28011,4047.9
19,28011,95582.8
20,28011,401656.5
28,28011,652.9
5,32023,3076953.7
14,32023,48822.5
22,32023,8822.7
26,32023,208692.1
1,47073,6183.6
4,47073,1798.9
5,47073,4722.0
17,47073,5284.1
18,47073,1295175.1
20,47073,449.7
7,38011,58.7
20,38011,3.5
1,42057,845.8
17,42057,3745.8
18,42057,1492623.4
21,42057,23199.5
3,22055,78.9
4,22055,236.6
17,22055,1183.1
18,22055,867.6
19,22055,13724.4
20,22055,10806.0
4,48237,5243.9
17,48237,115.7
18,48237,506270.7
19,48237,501.3
20,48237,18739.3
17,17175,994.6
18,17175,20140.1
20,17175,124.3
21,17175,1740.5
5,40055,11790.6
24,40055,585.0
26,40055,4275.2
5,48211,9821.0
5,16069,5064.5
6,16069,369229.1
7,16069,758716.3
9,16069,192573.1
10,16069,98999.7
11,16069,482.3
20,16069,602.9
20,46129,124.4
21,46129,41.5
6,06055,63015.0
7,06055,179.5
9,06055,897.6
14,06055,7719.8
15,06055,21184.5
24,06055,495861.8
25,06055,65708.0
26,06055,16157.7
18,40033,29926.6
20,40033,125.2
4,29221,2494.2
5,29221,2494.2
17,29221,25253.8
18,29221,2797456.2
20,29221,1039.3
21,29221,623.6
1,36011,5273.9
16,36011,3551.8
17,36011,430.5
18,36011,54999.1
20,36011,32827.3
21,36011,826816.5
22,36011,2045.0
4,48417,14304.2
17,48417,309.8
18,48417,1549.2
19,48417,7900.9
20,48417,86600.0
4,48407,1006386.6
17,48407,84055.1
18,48407,35233.1
19,48407,30068.0
20,48407,35909.4
17,19061,1872.4
18,19061,183301.3
20,19061,11825.9
21,19061,261056.5
22,19061,591.3
4,51075,225401.3
5,51075,310.9
17,51075,15026.8
18,51075,706672.0
19,51075,1036.3
20,51075,8290.6
5,20181,6947.3
7,20181,604.1
20,20181,24919.8
1,39139,2024.9
18,39139,150752.3
20,39139,15287.8
21,39139,166445.2
22,39139,303.7
5,17001,120.1
18,17001,857470.8
19,17001,841.0
20,17001,43852.7
21,17001,17300.8
18,39021,34298.7
20,39021,2055.8
21,39021,4327.9
1,33019,536010.7
2,33019,6071.8
17,33019,11155.1
18,33019,133579.1
20,33019,141.2
21,33019,2449749.5
22,33019,17932.9
18,17075,72812.8
20,17075,14839.2
21,17075,1131.8
5,19157,6801.2
18,19157,20585.0
20,19157,8886.9
21,19157,3808.7
18,39169,60945.8
20,39169,1546.8
21,39169,31968.2
22,39169,103.1
4,13113,240289.7
17,13113,93539.6
18,13113,218886.5
19,13113,49940.6
20,13113,2378.1
3,13141,1137.0
4,13141,1128028.2
17,13141,144242.1
18,13141,177053.9
19,13141,31837.2
20,13141,1868.0
4,48259,201832.5
17,48259,175282.1
18,48259,11777.0
19,48259,68373.3
20,48259,43778.9
1,36039,43962.0
2,36039,247.7
17,36039,30463.8
18,36039,602465.6
20,36039,21176.1
21,36039,2342123.8
22,36039,4582.0
4,51137,33649.2
17,51137,16201.5
18,51137,1413732.4
19,51137,155.8
20,51137,1713.6
4,40089,3139455.8
17,40089,296472.3
18,40089,942614.3
19,40089,172891.0
20,40089,13708.5
3,13277,93312.9
4,13277,27532.2
17,13277,51025.3
18,13277,10386.4
19,13277,154147.6
5,31025,663.6
17,31025,294.9
18,31025,28092.0
20,31025,23741.8
21,31025,12018.4
21,46077,281.0
5,56009,3545.7
6,56009,7048.7
7,56009,383918.6
9,56009,5510.8
10,56009,199969.2
14,56009,44385.4
22,56009,11406.1
26,56009,2306.8
1,36043,13696.9
2,36043,21849.7
16,36043,7826.8
17,36043,2826.3
18,36043,126532.8
20,36043,39677.4
21,36043,5342859.0
22,36043,5870.1
18,38047,155.4
21,38047,103.6
1,26053,53324.2
2,26053,695944.0
16,26053,341.1
18,26053,4206.8
20,26053,13757.4
21,26053,4768938.7
22,26053,236718.7
1,27005,89471.0
2,27005,48707.0
17,27005,749.3
18,27005,190931.5
20,27005,8842.2
21,27005,297712.2
22,27005,1160725.6
4,01095,89857.4
17,01095,19765.1
18,01095,764658.8
19,01095,6356.2
20,01095,6007.9
1,47173,837.6
4,47173,717.9
17,47173,18546.2
18,47173,666346.9
20,47173,1675.1
1,54057,230.4
4,54057,230.4
17,54057,4146.8
18,54057,1307613.8
20,54057,13937.7
21,54057,12670.7
1,55003,19613.2
2,55003,542504.0
18,55003,11207.6
20,55003,26376.4
21,55003,2145185.5
22,55003,1363554.6
18,17053,2711.2
20,17053,129.1
21,17053,258.2
18,38029,140.2
20,38029,140.2
21,38029,280.5
22,38029,70.1
5,06089,31317.4
6,06089,144601.2
7,06089,1393816.0
8,06089,6959.4
9,06089,1102293.9
10,06089,199889.8
11,06089,1353.2
13,06089,193.3
14,06089,1353.2
15,06089,14031532.6
22,06089,193.3
23,06089,25904.5
24,06089,5915502.2
25,06089,37890.1
26,06089,10825.8
4,22113,3154.5
17,22113,10123.8
18,22113,15112.4
19,22113,17019.8
20,22113,24282.6
4,05121,1071.8
5,05121,97.4
17,05121,8964.3
18,05121,1097250.2
19,05121,59632.1
20,05121,27477.5
1,55085,442830.5
2,55085,1252718.6
17,55085,371.9
18,55085,9948.1
20,55085,4090.8
21,55085,943676.2
22,55085,1884191.4
18,22035,2537.2
19,22035,57953.9
20,22035,210183.1
28,22035,934.7
3,22037,1682.9
4,22037,669062.1
17,22037,55350.0
18,22037,272916.7
19,22037,133980.7
20,22037,6451.3
4,22087,107.4
17,22087,536.8
18,22087,2469.4
19,22087,13635.2
20,22087,27377.7
28,22087,1073.6
4,48481,10566.2
17,48481,36.1
18,48481,1550.7
19,48481,12369.3
20,48481,4219.3
28,48481,757.3
5,48153,1528.8
4,21151,190.4
5,21151,476.1
17,21151,54366.1
18,21151,435404.9
20,21151,476.1
21,21151,12568.0
1,47009,27060.0
4,47009,9218.2
5,47009,2676.3
17,47009,140355.0
18,47009,1929733.2
21,47009,446.0
5,30031,4537.2
6,30031,1549184.5
7,30031,12019.7
9,30031,1671052.9
10,30031,1628227.8
14,30031,158643.8
20,30031,716.4
22,30031,35422.2
3,45031,41152.1
4,45031,480786.8
17,45031,30626.4
18,45031,106139.8
19,45031,300016.4
20,45031,22273.7
3,01053,1288986.2
4,01053,885444.5
17,01053,307531.8
18,01053,92833.1
19,01053,233406.5
3,13143,13993.0
4,13143,349622.6
17,13143,71891.7
18,13143,566919.9
19,13143,14804.2
20,13143,1014.0
5,20001,4339.5
7,20001,413.3
17,20001,2548.6
18,20001,42637.8
20,20001,8403.6
21,20001,10814.4
18,17041,33110.2
20,17041,9508.0
21,17041,447.4
1,51079,162.1
4,51079,1297.0
17,51079,16699.1
18,51079,744324.7
21,51079,162.1
1,55137,281748.9
2,55137,22433.7
16,55137,1739.8
17,55137,2197.6
18,55137,347493.4
20,55137,72337.2
21,55137,23440.9
22,55137,55305.9
4,05065,21520.6
5,05065,44544.8
17,05065,64091.9
18,05065,1456915.9
20,05065,94.0
6,06053,875.4
7,06053,3852.0
10,06053,1926.0
13,06053,47799.3
15,06053,6303.2
23,06053,20660.5
24,06053,3387797.7
25,06053,150051.3
26,06053,110831.4
5,35017,1772079.1
6,35017,29638.9
7,35017,301015.2
9,35017,12470.0
20,35017,289.2
24,35017,217158.9
26,35017,614.5
5,29131,2913.8
17,29131,4662.1
18,29131,1251969.3
20,29131,6216.1
21,29131,485.6
1,37193,28241.0
4,37193,52279.4
17,37193,794613.9
18,37193,3747309.7
17,29165,1759.4
18,29165,157924.9
20,29165,36444.2
21,29165,25301.5
5,29021,244.3
18,29021,128641.0
20,29021,23122.8
21,29021,19296.1
4,01083,12643.6
17,01083,1494.2
18,01083,354710.2
19,01083,45516.9
20,01083,54942.1
18,18065,9149.4
20,18065,9990.7
21,18065,1051.7
22,18065,420.7
5,31143,884.1
18,31143,5545.8
20,31143,20495.4
21,31143,2009.4
18,39123,9511.0
20,39123,198.1
22,39123,8024.9
18,27107,9585.6
20,27107,2510.5
21,27107,12020.1
22,27107,58731.1
18,19165,3070.7
20,19165,479.8
21,19165,287.9
4,24013,652.3
5,24013,6392.4
18,24013,272394.5
20,24013,913.2
21,24013,7827.4
18,19011,35320.7
20,19011,34056.0
21,19011,28184.3
22,19011,3703.7
18,21159,893520.6
1,27025,9177.0
2,27025,8778.0
17,27025,718.2
18,27025,86183.6
20,27025,45565.6
21,27025,82034.0
22,27025,51151.6
1,21189,430.1
4,21189,107.5
18,21189,813896.0
21,21189,1720.3
1,42015,30750.6
17,42015,112.6
18,42015,231587.0
20,42015,17909.7
21,42015,3050054.9
22,42015,337.9
4,54029,542.0
17,54029,216.8
18,54029,163672.0
20,54029,3360.2
21,54029,48342.9
5,29051,604.7
17,29051,5744.7
18,29051,444863.1
20,29051,18947.5
21,29051,5341.6
1,26021,2951.6
2,26021,354.2
17,26021,236.1
18,26021,157969.0
20,26021,106493.3
21,26021,74498.1
22,26021,187366.9
1,42061,2753.3
17,42061,3629.3
18,42061,3380673.0
20,42061,125.1
21,42061,124399.0
5,31045,5531.1
7,31045,267927.4
17,31045,3208.0
18,31045,663.7
20,31045,10564.4
1,51141,10783.8
4,51141,46560.6
17,51141,20806.4
18,51141,2124786.4
20,51141,126.9
1,26119,355374.7
2,26119,196116.4
22,26119,1705029.9
1,26135,817111.3
2,26135,140464.1
22,26135,829136.3
5,35007,755760.3
6,35007,407309.6
7,35007,1399133.0
9,35007,265761.4
10,35007,179.2
14,35007,2911.6
22,35007,84973.8
24,35007,92723.1
26,35007,89.6
17,17163,5748.5
18,17163,237798.2
19,17163,1290.5
20,17163,196620.5
21,17163,4106.0
18,17189,242037.3
19,17189,229.4
20,17189,114824.3
21,17189,1261.8
1,42009,369.7
17,42009,1478.6
18,42009,3513195.4
21,42009,169917.8
4,05127,2031820.0
17,05127,426293.0
18,05127,499549.4
19,05127,1732.1
20,05127,8966.0
5,20099,80.7
7,20099,1533.5
17,20099,6941.0
18,20099,60290.0
20,20099,28086.9
21,20099,25827.0
1,42073,1387.8
18,42073,231972.6
20,42073,3522.8
21,42073,203149.5
1,39067,4646.0
18,39067,923851.8
20,39067,12827.1
21,39067,30401.2
22,39067,303.0
1,37003,37659.0
4,37003,32067.7
17,37003,143071.4
18,37003,1069746.2
4,34009,95153.4
17,34009,9608.3
18,34009,353958.3
19,34009,3202.8
20,34009,7128.8
1,33005,885933.5
2,33005,4958.8
17,33005,28619.6
18,33005,419801.9
19,33005,566.7
20,33005,7934.2
21,33005,2796506.7
22,33005,16435.0
2,27089,22543.9
18,27089,7224.0
20,27089,1245.5
21,27089,4795.2
22,27089,389909.6
4,51101,368348.3
17,51101,71632.0
18,51101,838109.9
19,51101,44985.5
20,51101,8464.2
5,08055,463076.6
6,08055,133502.9
7,08055,266582.8
9,08055,196164.7
10,08055,20025.4
14,08055,1410.2
22,08055,109810.9
24,08055,78409.5
20,48255,1400.2
4,47023,105572.7
17,47023,9082.7
18,47023,553188.3
19,47023,42528.3
20,47023,1709.7
18,17171,141971.7
20,17171,5948.2
21,17171,4040.3
5,49027,912277.2
6,49027,7353.7
7,49027,3005.1
9,49027,107370.4
14,49027,141.4
22,49027,39596.6
24,49027,204877.0
26,49027,70496.1
5,49029,5045.0
6,49029,9011.5
9,49029,31696.8
14,49029,69.6
22,49029,151177.4
24,49029,257888.8
26,49029,12490.8
17,48257,212.4
18,48257,202761.9
19,48257,8390.9
20,48257,45618.8
5,04011,1244833.3
6,04011,20545.9
7,04011,546319.1
9,04011,47726.8
14,04011,183.0
22,04011,16702.1
24,04011,42739.1
26,04011,3203.1
5,04013,124429.7
7,04013,723.1
14,04013,2704.8
24,04013,5347.1
26,04013,15112.9
1,26129,318301.7
2,26129,59737.7
22,26129,1101430.0
4,47087,337.5
5,47087,112.5
17,47087,9562.0
18,47087,1134508.9
20,47087,4387.3
21,47087,9112.1
18,17159,124029.9
20,17159,25676.4
21,17159,1958.4
4,01009,233390.7
17,01009,83562.5
18,01009,845387.9
19,01009,1845.0
20,01009,384.4
21,01009,76.9
6,30051,1305.1
7,30051,3915.2
10,30051,4132.7
20,30051,87.0
22,30051,43.5
4,48131,13.9
18,48131,2322.8
19,48131,306.0
20,48131,208.6
28,48131,180.8
5,29173,94.0
7,29173,94.0
17,29173,17303.7
18,29173,432875.1
19,29173,94.0
20,29173,14200.3
21,29173,376.2
4,48251,24160.0
17,48251,4249.9
18,48251,175449.0
19,48251,4434.7
20,48251,21203.5
3,13061,32387.9
4,13061,171872.6
17,13061,33856.9
18,13061,91147.7
19,13061,65125.5
5,41023,500792.3
6,41023,2162190.7
7,41023,8626061.8
9,41023,5713138.9
10,41023,372913.4
12,41023,20761.8
14,41023,6046.0
15,41023,4106.7
22,41023,570.4
6,41011,13245100.1
9,41011,2102.1
10,41011,88551.2
11,41011,119031.7
23,41011,2732210.8
24,41011,28641.2
25,41011,162650.4
26,41011,17079.6
3,48159,106.9
4,48159,19676.6
5,48159,10640.4
17,48159,25023.6
18,48159,74749.9
19,48159,28659.5
20,48159,15826.9
1,36113,491905.6
2,36113,6710.2
4,36113,387.1
16,36113,1935.6
17,36113,50971.3
18,36113,97426.2
20,36113,2709.9
21,36113,4178617.0
22,36113,12775.1
4,51113,1117.8
17,51113,19321.7
18,51113,1415913.8
20,51113,15169.9
21,51113,1117.8
4,40005,110881.9
17,40005,74752.5
18,40005,1153182.9
19,40005,5625.3
20,40005,130657.3
18,17129,100240.9
20,17129,3222.4
21,17129,2301.7
3,13015,1447.0
4,13015,371006.6
17,13015,129751.8
18,13015,488217.3
19,13015,4743.1
20,13015,241.2
3,12069,800652.1
4,12069,284284.6
17,12069,37267.8
18,12069,152569.2
19,12069,774820.3
20,12069,8610.6
27,12069,39420.4
28,12069,403.6
18,40111,893238.8
19,40111,704.5
20,40111,98590.3
21,38083,31.8
1,18049,414.1
18,18049,5589.9
20,18049,621.1
21,18049,2691.4
5,20091,2721.4
7,20091,644.6
17,20091,2005.3
18,20091,107067.4
20,20091,16185.4
21,20091,21127.0
22,20091,143.2
4,24009,30594.4
17,24009,12772.4
18,24009,752830.1
19,24009,6237.7
20,24009,3712.9
1,55129,422908.6
2,55129,58560.8
17,55129,726.3
18,55129,706088.5
20,55129,67640.0
21,55129,596865.9
22,55129,1015234.9
6,53031,7106008.2
9,53031,6606969.7
10,53031,976.6
11,53031,12523489.0
14,53031,2604.2
23,53031,1330118.2
26,53031,1302.1
1,27169,1405.0
7,27169,401.4
17,27169,3412.0
18,27169,948449.2
20,27169,59209.1
21,27169,75265.8
22,27169,1605.7
4,28149,2131.3
17,28149,983.7
18,28149,1686652.5
19,28149,416744.8
20,28149,701023.1
28,28149,1639.4
5,29003,484.6
17,29003,969.2
18,29003,90543.9
20,29003,11954.1
21,29003,8965.5
1,29139,103.8
5,29139,9136.1
17,29139,1349.6
18,29139,616891.6
19,29139,1142.0
20,29139,14534.6
21,29139,1245.8
7,20021,1371.4
17,20021,8411.3
18,20021,89690.4
20,20021,112181.6
21,20021,16457.0
4,37083,1815122.3
17,37083,1323445.9
18,37083,757178.0
19,37083,949565.0
20,37083,65175.3
5,35043,975023.8
6,35043,125321.0
7,35043,561945.1
9,35043,277288.0
14,35043,763.9
22,35043,40305.8
24,35043,45023.9
26,35043,494.3
1,21051,443.4
4,21051,110.9
17,21051,554.3
18,21051,2070795.3
21,21051,110.9
1,42035,12551.5
2,42035,144.3
4,42035,2596.9
18,42035,4274011.5
20,42035,8367.7
21,42035,735057.8
22,42035,2308.3
6,41043,19391676.5
7,41043,301.8
8,41043,905.5
9,41043,1808839.5
10,41043,89642.1
11,41043,62176.0
20,41043,1509.1
22,41043,6036.5
23,41043,58855.9
24,41043,139745.1
26,41043,3621.9
1,55065,107.9
17,55065,215.8
18,55065,54812.7
20,55065,1726.4
21,55065,14782.2
18,40147,231189.4
20,40147,52207.6
21,40147,109.3
1,54077,1881.3
18,54077,2513800.0
21,54077,735139.3
1,55135,106514.0
2,55135,32408.7
17,55135,1976.1
18,55135,210162.6
20,55135,251859.2
21,55135,470914.4
22,55135,62643.7
4,48137,110703.6
17,48137,567389.2
18,48137,1645.0
19,48137,20495.7
20,48137,113726.8
5,41037,785711.3
6,41037,1136.1
7,41037,6220498.6
8,41037,1136.1
9,41037,1100747.4
10,41037,1259445.2
11,41037,873.9
14,41037,1660.4
15,41037,28838.3
22,41037,13020.9
4,29153,273.5
5,29153,16133.7
17,29153,62256.1
18,29153,1649649.9
20,29153,40106.4
21,29153,1731.9
4,48473,95545.2
17,48473,5233.1
18,48473,20015.4
19,48473,4477.8
20,48473,7714.8
28,48473,431.6
3,01099,68454.1
4,01099,2399013.9
5,01099,94.5
17,01099,288660.8
18,01099,251691.8
19,01099,438144.1
20,01099,1134.6
1,50009,2169.4
2,50009,494614.5
20,50009,765.7
21,50009,3339286.1
22,50009,55127.3
4,51111,529656.8
5,51111,89.5
17,51111,39041.5
18,51111,765248.8
19,51111,89.5
20,51111,4656.3
18,38097,2956.3
20,38097,1313.9
21,38097,6323.1
22,38097,574.8
4,13139,184091.0
17,13139,98109.1
18,13139,820816.6
19,13139,1201.8
20,13139,655.5
3,13283,131271.0
4,13283,202068.8
17,13283,63607.4
18,13283,7313.3
19,13283,41052.9
20,13283,1290.6
3,13037,43073.2
4,13037,112119.0
17,13037,79993.0
18,13037,54449.6
19,13037,157124.0
1,55125,740838.6
2,55125,746019.3
17,55125,304.7
18,55125,30474.6
20,55125,3453.8
21,55125,1235137.4
22,55125,1197348.8
1,27007,211849.9
2,27007,1367951.6
17,27007,2320.2
18,27007,33672.3
20,27007,58480.3
21,27007,61573.9
22,27007,2544934.9
4,24019,506589.9
17,24019,52339.2
18,24019,375923.3
19,24019,162215.1
20,24019,15713.8
21,24019,241.8
1,42037,11879.1
2,42037,1214.9
4,42037,270.0
16,42037,540.0
18,42037,934668.2
20,42037,7019.5
21,42037,378915.9
22,42037,674.9
1,39023,213.4
18,39023,17284.6
20,39023,13230.2
21,39023,2774.1
5,04019,12143.7
6,04019,1611.5
7,04019,417.3
9,04019,3208.6
14,04019,474.8
22,04019,86.3
24,04019,211752.2
26,04019,326139.0
5,35006,1434356.4
6,35006,5468.0
7,35006,446533.4
9,35006,553.7
22,35006,299.9
24,35006,8398.2
4,34005,1254103.2
17,34005,92742.2
18,34005,381293.8
19,34005,27261.1
20,34005,22098.7
21,34005,1177.4
1,50021,417309.9
2,50021,16432.9
17,50021,43388.7
18,50021,318424.1
20,50021,19892.5
21,50021,4099007.1
22,50021,30847.8
3,13099,108961.2
4,13099,181924.4
17,13099,65079.2
18,13099,203716.6
19,13099,292745.0
1,25007,4133.1
2,25007,590.4
4,25007,46054.8
17,25007,38477.4
18,25007,64752.2
19,25007,2853.8
20,25007,2066.6
21,25007,51762.4
22,25007,885.7
18,38049,515.1
21,38049,3319.8
22,38049,68341.8
5,31179,174.6
18,31179,2881.1
20,31179,7508.4
21,31179,2793.8
18,38045,253.7
20,38045,1395.4
21,38045,1902.9
22,38045,63.4
5,16023,2855.0
6,16023,461774.6
9,16023,17073.2
10,16023,6509.5
14,16023,84851.9
20,16023,285.5
22,16023,1541.7
26,16023,24838.9
1,33007,19060.3
2,33007,2165376.1
4,33007,254.1
18,33007,127.1
20,33007,6226.4
21,33007,8060215.8
22,33007,185647.2
21,38043,192.4
22,38043,1106.2
18,48273,48.6
19,48273,437.2
20,48273,1991.8
1,18127,744.4
17,18127,744.4
18,18127,243526.6
19,18127,124.1
20,18127,28037.2
21,18127,49747.4
3,28101,110.8
4,28101,936627.9
5,28101,110.8
17,28101,214440.8
18,28101,654952.8
19,28101,237590.7
20,28101,2436.8
3,37163,266626.4
4,37163,1559324.4
17,37163,323808.9
18,37163,276777.1
19,37163,1254463.5
20,37163,676.7
4,47127,656.3
17,47127,2297.2
18,47127,199416.4
20,47127,2625.3
3,12103,95236.0
4,12103,347.6
17,12103,695.2
18,12103,13034.1
19,12103,39623.7
27,12103,57697.7
28,12103,347.6
18,17065,208039.5
19,17065,310.7
20,17065,21332.1
21,17065,2174.6
4,05105,1260298.4
17,05105,167859.4
18,05105,318402.6
19,05105,68940.3
20,05105,28355.4
5,20023,1673.9
7,20023,69.7
20,20023,58308.9
5,08029,541295.5
6,08029,2036.5
7,08029,13159.0
9,08029,226418.8
10,08029,470.0
22,08029,360202.2
24,08029,157229.5
18,19185,122992.2
20,19185,16836.3
21,19185,7983.4
26,48165,352.6
3,01093,394.4
4,01093,464056.0
17,01093,94578.1
18,01093,1421117.4
19,01093,18300.4
20,01093,1025.5
1,37189,8366.6
17,37189,6435.8
18,37189,1753274.9
21,37189,176984.7
17,51770,422.5
18,51770,53793.1
4,48037,404007.3
17,48037,84343.4
18,48037,153050.1
19,48037,217077.7
20,48037,77117.4
5,49057,3677.2
6,49057,17848.7
9,49057,14212.9
10,49057,123.9
22,49057,164067.7
24,49057,123990.8
26,49057,36895.6
5,29127,724.3
17,29127,16114.7
18,29127,306541.2
20,29127,16657.9
21,29127,2987.6
1,36045,60675.5
2,36045,90.6
4,36045,362.2
5,36045,17206.5
16,36045,9146.6
17,36045,20013.9
18,36045,259455.8
20,36045,198961.4
21,36045,1618587.5
22,36045,134754.0
1,19097,555.1
17,19097,555.1
18,19097,237402.5
20,19097,35712.1
21,19097,297169.4
22,19097,555.1
18,38063,3781.8
21,38063,1815.2
22,38063,3781.8
1,36019,201246.8
2,36019,21463.5
16,36019,2018.8
17,36019,90954.2
18,36019,5419.0
20,36019,10838.0
21,36019,3446802.4
22,36019,46114.6
5,08045,1235225.3
6,08045,42107.0
7,08045,67035.4
9,08045,630055.3
10,08045,3013.8
14,08045,1636.1
20,08045,731.9
22,08045,606892.1
24,08045,961013.0
26,08045,473.6
7,29177,458.7
17,29177,24921.6
18,29177,263970.4
20,29177,33942.3
21,29177,47473.4
4,39073,28770.7
17,39073,174930.0
18,39073,1395376.7
20,39073,3294.3
21,39073,25037.1
22,39073,439.2
4,01085,1232252.5
5,01085,4173.6
17,01085,113208.6
18,01085,135902.5
19,01085,184681.4
20,01085,56430.4
3,13043,90593.0
4,13043,96875.7
17,13043,126533.0
18,13043,28711.4
19,13043,115588.8
18,19113,115783.0
20,19113,66270.6
21,19113,77791.7
22,19113,20661.9
6,06105,157715.7
7,06105,123768.9
8,06105,68315.4
9,06105,1085244.2
14,06105,421.7
15,06105,22229056.3
23,06105,121449.5
24,06105,4062444.1
25,06105,185969.6
26,06105,26988.8
3,13215,14246.8
4,13215,253695.0
5,13215,217.0
17,13215,107393.7
18,13215,68920.0
19,13215,67184.3
20,13215,940.1
4,28135,15404.7
17,28135,9191.1
18,28135,652565.2
19,28135,181879.4
20,28135,12297.9
17,20005,829.2
18,20005,104026.3
20,20005,12739.5
21,20005,13342.5
18,39109,14198.5
20,39109,4056.7
21,39109,579.5
5,48375,8201.9
18,40133,990488.4
20,40133,5974.4
3,45003,427142.8
4,45003,1459404.6
17,45003,293769.6
18,45003,500439.9
19,45003,188291.5
20,45003,44603.0
6,06045,1201224.6
7,06045,174478.3
8,06045,228.7
9,06045,171505.5
13,06045,3261577.5
14,06045,22181.4
15,06045,2798969.9
23,06045,34758.5
24,06045,6013669.2
25,06045,8659656.3
26,06045,378684.2
4,51550,287224.7
17,51550,119964.2
18,51550,95006.2
19,51550,495990.0
20,51550,6205.0
5,56037,25283.5
6,56037,1999.5
9,56037,153.8
14,56037,1218.6
22,56037,2567.4
24,56037,165.6
26,56037,106.5
5,48169,37.2
26,48169,297.6
1,54031,1048.6
4,54031,131.1
17,54031,6553.6
18,54031,2804925.5
20,54031,1179.6
21,54031,12320.7
1,55089,187.8
2,55089,10048.2
18,55089,751.3
20,55089,9484.7
21,55089,47423.5
22,55089,187.8
1,47163,35620.2
4,47163,4129.9
5,47163,2710.2
17,47163,7743.5
18,47163,1143200.6
4,45059,1042492.8
17,45059,84039.4
18,45059,858667.1
19,45059,8589.2
20,45059,8084.0
2,56011,77.3
5,56011,309.2
7,56011,1509889.0
18,56011,8540.3
20,56011,425.1
1,55117,9123.3
2,55117,26652.3
16,55117,102.5
18,55117,20604.3
