species,pu,amount
5,40093,1056.8
17,40093,151.0
18,40093,193137.7
20,40093,19978.0
21,40093,9762.6
17,47125,15406.6
18,47125,1023788.9
19,47125,214.0
20,47125,4279.6
21,47125,214.0
6,53051,5208359.0
7,53051,150788.9
8,53051,2278.9
9,53051,1412934.2
10,53051,386024.8
11,53051,1120092.2
12,53051,318669.8
20,53051,126.6
22,53051,4178.0
26,53051,126.6
5,38055,485.7
18,38055,208.2
20,38055,7563.0
21,38055,2012.2
22,38055,1387.7
6,41027,3878796.9
7,41027,80829.9
9,41027,1348718.7
10,41027,4663.3
11,41027,172799.7
14,41027,2849.8
15,41027,36528.9
23,41027,259.1
24,41027,25129.8
18,19197,8808.2
20,19197,5588.0
21,19197,1231.3
4,48419,1054495.3
17,48419,175469.6
18,48419,95350.8
19,48419,119104.6
20,48419,805.2
4,29055,475.3
17,29055,4848.4
18,29055,2140724.2
20,29055,12834.1
1,51017,8252.9
4,51017,419.6
17,51017,246047.4
18,51017,2712676.4
20,51017,2937.5
21,51017,12729.0
1,27111,6294.4
2,27111,11723.3
17,27111,393.4
18,27111,82299.1
20,27111,10936.5
21,27111,168689.5
22,27111,435807.5
17,22075,214.7
18,22075,966.3
19,22075,3113.7
20,22075,7086.4
4,28115,292846.3
5,28115,102.1
17,28115,90161.5
18,28115,558225.5
19,28115,17971.0
20,28115,12355.1
4,22067,541728.1
17,22067,12575.8
18,22067,18752.1
19,22067,234103.9
20,22067,55363.4
28,22067,893.0
5,21029,482.9
17,21029,32593.6
18,21029,861920.3
20,21029,56616.3
21,21029,8088.0
3,01047,7731.7
4,01047,1666413.2
5,01047,11375.4
17,01047,127262.7
18,01047,265190.0
19,01047,390675.3
20,01047,85404.7
4,48093,8899.6
17,48093,392.6
18,48093,54619.3
19,48093,55579.0
20,48093,10688.3
6,30053,10543162.8
7,30053,269729.1
8,30053,936.6
9,30053,4508597.6
10,30053,2223912.6
11,30053,450172.9
12,30053,381387.9
14,30053,1665.0
20,30053,208.1
22,30053,1560.9
26,30053,624.4
1,27021,324927.7
2,27021,653625.3
17,27021,6283.3
18,27021,249684.6
20,27021,47674.9
21,27021,260680.4
22,27021,4112844.3
5,08007,617672.5
6,08007,26988.1
7,08007,564251.5
9,08007,745449.5
14,08007,666.4
20,08007,55.5
22,08007,267326.7
24,08007,485175.2
4,28163,60218.2
17,28163,4460.6
18,28163,1573701.8
19,28163,733323.6
20,28163,68842.0
28,28163,1784.2
1,55087,2905.3
2,55087,6654.1
18,55087,16776.0
20,55087,218743.4
21,55087,96532.0
22,55087,16776.0
7,29107,319.3
17,29107,3192.8
18,29107,117975.5
20,29107,16203.7
21,29107,20593.8
4,37195,738312.6
17,37195,642941.6
18,37195,221321.8
19,37195,609686.0
20,37195,2293.5
1,39117,98.4
18,39117,96267.0
20,39117,492.2
21,39117,60929.7
22,39117,1378.1
5,30039,610.3
6,30039,2317332.5
7,30039,28772.7
9,30039,529852.9
10,30039,2430156.2
14,30039,126948.5
22,30039,2790.1
4,05033,34963.5
17,05033,61858.6
18,05033,1357899.9
19,05033,597.7
20,05033,996.1
4,48053,471104.5
17,48053,109118.8
18,48053,55972.4
19,48053,90306.6
20,48053,97308.5
4,29186,1575.8
5,29186,1125.6
17,29186,62018.3
18,29186,1219318.0
20,29186,3376.7
21,29186,1463.2
5,48179,2742.4
24,48179,78.4
18,17109,289497.7
19,17109,111.3
20,17109,6346.7
21,17109,4231.1
18,19137,16776.8
20,19137,4552.5
21,19137,1348.9
22,19137,252.9
4,05067,920.4
5,05067,102.3
17,05067,5726.9
18,05067,170374.2
19,05067,82119.2
20,05067,30577.4
28,05067,102.3
5,48229,1019.5
22,48229,37.3
24,48229,373.0
26,48229,2461.6
3,22079,601124.1
4,22079,1588429.0
17,22079,168234.7
18,22079,103676.6
19,22079,598121.4
20,22079,91999.4
28,22079,8591.1
5,31111,68858.2
6,31111,1508.2
7,31111,2080.3
17,31111,936.1
18,31111,64541.6
20,31111,69638.4
21,31111,67298.0
3,48067,163.9
4,48067,908773.8
17,48067,414747.9
18,48067,146208.1
19,48067,160140.4
20,48067,24750.5
4,47079,18150.4
17,47079,16365.2
18,47079,807248.6
19,47079,160378.5
20,47079,22712.9
21,47079,2380.4
18,51840,5644.6
3,37061,93623.6
4,37061,1460746.9
17,37061,443972.3
18,37061,425123.0
19,37061,683405.8
20,37061,1557.8
1,37087,98066.7
4,37087,544.8
17,37087,26514.3
18,37087,3168644.1
21,37087,420415.6
17,27037,266.0
18,27037,34932.7
20,27037,60821.9
21,27037,33780.1
22,27037,3369.1
5,41025,724151.1
6,41025,73484.9
7,41025,4450896.1
9,41025,214941.2
10,41025,329.2
14,41025,1892.7
15,41025,86569.0
22,41025,329.2
26,41025,17527.7
1,55001,413793.4
2,55001,232.6
17,55001,21321.6
18,55001,698804.5
20,55001,32408.8
21,55001,12095.1
22,55001,99474.8
18,29045,459559.3
20,29045,85256.7
21,29045,12010.8
5,21015,22158.5
17,21015,30091.8
18,21015,173529.2
20,21015,106506.7
21,21015,12310.3
4,21229,72.8
5,21229,26509.2
17,21229,93947.3
18,21229,157015.9
20,21229,2112.0
21,21229,2476.1
3,22009,304.0
4,22009,84016.6
17,22009,2635.0
18,22009,10438.7
19,22009,978200.8
20,22009,148777.3
28,22009,10742.8
4,28137,37931.1
17,28137,3893.6
18,28137,406064.1
19,28137,83523.8
20,28137,17835.2
18,29227,93659.4
20,29227,6421.5
21,29227,3524.0
22,29227,78.3
5,31163,1832.9
17,31163,222.2
20,31163,1944.0
5,46063,2449.6
7,46063,38680.1
18,46063,4938.7
20,46063,513.6
21,46063,79.0
1,26057,1267.9
18,26057,724.5
22,26057,199065.5
5,19175,9715.7
18,19175,86247.1
20,19175,8361.9
21,19175,7167.3
4,17127,16038.5
18,17127,193247.2
19,17127,44414.3
20,17127,3252.6
21,17127,3140.4
20,31113,181.6
5,31121,2040.9
18,31121,7058.1
20,31121,64968.3
21,31121,4251.9
5,31161,2040.5
7,31161,170130.1
17,31161,918.2
18,31161,561.1
20,31161,7192.9
18,21039,47912.3
19,21039,38382.0
20,21039,60836.8
21,21039,913.9
5,56025,49458.0
6,56025,11088.5
7,56025,32931.5
9,56025,3463.3
10,56025,47301.0
14,56025,63918.6
22,56025,19442.9
24,56025,91.1
26,56025,5832.9
3,13321,280288.3
4,13321,159305.4
17,13321,164652.7
18,13321,35574.5
19,13321,201415.5
17,18109,1460.5
18,18109,617665.1
20,18109,11927.3
21,18109,110388.6
18,48139,120121.7
20,48139,5947.0
3,13229,444887.4
4,13229,42046.1
17,13229,15550.4
18,13229,6874.2
19,13229,181398.7
1,18053,228.6
18,18053,24921.2
20,18053,685.9
21,18053,1943.4
3,12035,1502056.1
4,12035,14517.5
17,12035,47306.9
18,12035,13140.8
19,12035,290349.1
20,12035,250.3
27,12035,37294.8
3,28077,592.2
4,28077,827493.5
17,28077,189493.3
18,28077,315506.3
19,28077,381592.1
20,28077,1539.6
3,22127,432.6
4,22127,2665368.2
17,22127,97086.1
18,22127,111969.2
19,22127,300257.4
20,22127,2855.5
17,17073,7728.3
18,17073,120640.7
19,17073,262.0
20,17073,11527.0
21,17073,4846.6
6,41041,9280125.9
10,41041,16480.5
11,41041,334472.5
23,41041,1658583.7
26,41041,540.3
1,23031,1080958.9
2,23031,23731.3
4,23031,356.0
17,23031,381717.3
18,23031,258196.1
20,23031,462522.2
21,23031,2315814.9
22,23031,30613.3
4,13231,302525.4
17,13231,65100.4
18,13231,164835.9
19,13231,43485.4
20,13231,2042.4
3,13259,5858.2
4,13259,852798.0
17,13259,29535.2
18,13259,152923.9
19,13259,31487.9
4,34025,20301.7
5,34025,1240.7
17,34025,20527.2
18,34025,413364.4
19,34025,25489.9
20,34025,33948.9
21,34025,10602.0
22,34025,451.1
17,05021,860.5
18,05021,231587.6
19,05021,184259.0
20,05021,56256.5
4,05045,69084.7
17,05045,35832.7
18,05045,672881.4
19,05045,105215.3
20,05045,64816.6
4,40041,1125.7
17,40041,173.2
18,40041,1141246.8
19,40041,779.3
20,40041,346.4
5,19107,339.0
18,19107,83983.1
20,19107,80084.8
21,19107,6864.4
1,17061,226.9
18,17061,306301.0
19,17061,567.2
20,17061,22348.6
21,17061,9302.5
1,27075,368615.7
2,27075,2504657.9
17,27075,575.8
18,27075,144.0
20,27075,9429.5
21,27075,165340.8
22,27075,4194632.6
4,13285,647577.7
17,13285,54047.8
18,13285,337985.7
19,13285,27231.5
20,13285,3653.0
5,06023,245.3
6,06023,7247736.9
7,06023,122664.2
9,06023,267408.0
13,06023,4593529.0
14,06023,27231.5
15,06023,3807006.1
23,06023,195281.4
24,06023,2810482.1
25,06023,11377104.5
26,06023,115059.0
17,47043,2686.2
18,47043,1357179.7
19,47043,1181.9
20,47043,429.8
21,47043,752.1
1,27003,5834.7
2,27003,1758.4
5,27003,1358.8
17,27003,239.8
18,27003,72893.7
20,27003,47716.6
21,27003,27734.8
22,27003,27574.9
5,46009,4232.0
17,46009,3064.6
18,46009,11309.7
20,46009,6931.8
21,46009,9193.7
1,47059,9898.9
4,47059,2538.2
5,47059,9771.9
17,47059,32996.2
18,47059,1145475.1
4,51183,1788463.3
17,51183,77682.8
18,51183,400872.6
19,51183,145838.5
20,51183,17295.4
1,18141,334.4
17,18141,891.7
18,18141,134316.8
20,18141,8582.9
21,18141,7914.1
22,18141,3009.6
18,38067,3167.5
20,38067,1684.8
21,38067,7278.4
22,38067,59238.5
5,46007,1034.8
7,46007,15051.9
17,46007,282.2
20,46007,3574.8
3,22115,446803.3
4,22115,2519999.5
17,22115,123278.6
18,22115,73561.3
19,22115,303014.5
20,22115,1304.5
28,22115,724.7
1,23019,387546.8
2,23019,6662619.0
17,23019,3667.9
18,23019,2702.7
20,23019,18436.2
21,23019,7368504.3
22,23019,468917.1
4,24041,66472.5
17,24041,16317.2
18,24041,161433.2
19,24041,3878.7
20,24041,5884.9
21,24041,267.5
4,13257,71901.9
17,13257,84449.3
18,13257,527208.1
19,13257,1418.4
20,13257,3600.6
5,06065,35353.1
7,06065,255129.6
10,06065,5743.3
15,06065,211735.8
24,06065,502601.4
26,06065,12635.2
4,05005,2451.1
5,05005,42140.3
17,05005,51379.1
18,05005,1504701.0
4,28007,1327272.5
17,28007,272882.7
18,28007,977572.6
19,28007,263955.6
20,28007,19727.8
18,19169,43486.7
20,19169,9020.2
21,19169,6836.3
5,20011,69.9
7,20011,3427.4
17,20011,28468.5
18,20011,189417.3
20,20011,29657.7
21,20011,15388.4
4,51049,269038.9
17,51049,16732.2
18,51049,656715.7
19,51049,567.2
20,51049,12383.7
3,45085,18081.8
4,45085,919130.6
17,45085,95140.7
18,45085,92859.4
19,45085,578533.5
20,45085,48161.8
1,54109,382.2
18,54109,2603510.2
21,54109,8153.9
5,06029,329060.2
7,06029,352644.4
9,06029,1219.9
13,06029,609.9
15,06029,568053.3
24,06029,3507129.3
26,06029,305.0
18,48097,519207.8
19,48097,184.0
20,48097,2870.0
3,45075,15987.0
4,45075,1781703.1
17,45075,84357.1
18,45075,247458.8
19,45075,909304.7
20,45075,680.3
1,55119,8646.0
2,55119,88944.0
18,55119,8248.4
20,55119,110409.8
21,55119,2486556.7
22,55119,247751.3
18,27099,4123.5
20,27099,16110.4
21,27099,1534.3
22,27099,1438.4
17,27101,71.4
18,27101,713.7
20,27101,570.9
21,27101,428.2
1,44007,27515.8
2,44007,2740.2
17,44007,8106.3
18,44007,1173932.8
19,44007,1712.6
20,44007,5252.0
21,44007,100815.3
22,44007,1141.7
4,29161,1950.0
5,29161,487.5
17,29161,7702.6
18,29161,1715049.7
20,29161,390.0
21,29161,97.5
4,28117,270161.4
5,28117,70505.8
17,28117,221272.9
18,28117,594754.2
19,28117,78265.9
20,28117,6097.2
1,21235,4415.3
4,21235,339.6
17,21235,2603.9
18,21235,1631722.5
20,21235,566.1
1,18149,2147.4
18,18149,82556.7
20,18149,8589.7
21,18149,6084.4
22,18149,357.9
4,48491,112183.7
17,48491,79336.9
18,48491,49433.7
19,48491,16586.9
20,48491,13409.7
18,19131,8295.7
20,19131,15626.7
21,19131,3858.5
22,19131,11768.3
3,13107,259077.4
4,13107,738013.3
17,13107,255406.7
18,13107,45014.9
19,13107,208975.0
20,13107,3413.2
4,22025,415738.0
17,22025,29276.1
18,22025,51999.2
19,22025,349696.5
20,22025,47233.3
28,22025,1531.9
1,42025,834.2
2,42025,139.0
16,42025,417.1
17,42025,695.2
18,42025,1616909.4
20,42025,2085.6
21,42025,93157.6
22,42025,7091.1
5,31133,103.3
17,31133,4803.6
18,31133,5475.1
20,31133,15753.9
21,31133,17665.0
1,47171,12673.8
17,47171,34107.4
18,47171,1308383.9
21,47171,745.5
4,45083,619347.0
17,45083,239650.0
18,45083,1234494.4
19,45083,20358.8
20,45083,4108.3
1,55073,59909.2
2,55073,60104.7
16,55073,488.7
18,55073,40851.6
20,55073,109165.7
21,55073,2280458.9
22,55073,174841.0
5,32007,929729.8
6,32007,7028.7
9,32007,33640.4
10,32007,1414.6
14,32007,16621.3
22,32007,137280.1
24,32007,22.1
26,32007,37795.7
4,54007,151.0
16,54007,151.0
18,54007,2959777.8
21,54007,98014.9
1,26165,806203.2
2,26165,81401.3
20,26165,2200.0
22,26165,1350822.2
18,42013,1804592.2
21,42013,95486.1
5,29085,3670.6
17,29085,4894.1
18,29085,782300.0
20,29085,94.1
21,29085,658.8
5,29009,10396.8
17,29009,6657.6
18,29009,1159422.8
20,29009,2553.6
21,29009,2097.6
1,27123,1863.4
2,27123,169.4
18,27123,5590.2
20,27123,17532.8
21,27123,6945.4
22,27123,2032.8
4,05081,724700.2
17,05081,41926.6
18,05081,41383.5
19,05081,58002.1
20,05081,20637.4
5,32019,419828.7
7,32019,488.3
14,32019,221.9
22,32019,88.8
26,32019,3551.1
1,12071,2445.6
3,12071,218181.3
4,12071,240.6
17,12071,5131.8
18,12071,5131.8
19,12071,93454.7
20,12071,120.3
27,12071,19885.7
28,12071,40.1
6,41033,11927805.6
7,41033,637976.0
8,41033,228451.7
9,41033,431806.5
14,41033,82796.1
15,41033,74586.9
23,41033,3283.7
24,41033,724759.5
25,41033,257301.3
26,41033,1391350.6
3,28113,195.8
4,28113,666344.3
17,28113,124107.6
18,28113,231282.5
19,28113,118626.5
20,28113,1370.3
4,47031,3614.2
17,47031,3264.5
18,47031,585271.2
19,47031,6295.7
20,47031,1748.8
5,16059,2729.8
6,16059,7286415.6
7,16059,283240.7
9,16059,1262422.8
10,16059,1562207.9
12,16059,1075.4
14,16059,829455.0
20,16059,496.3
22,16059,248.2
26,16059,27298.3
4,21183,1019.2
17,21183,5651.7
18,21183,1204455.3
19,21183,3984.0
20,21183,96912.3
21,21183,185.3
18,31153,14489.1
20,31153,16080.3
21,31153,5695.1
3,13071,277518.5
4,13071,126669.1
17,13071,111104.7
18,13071,25917.5
19,13071,227420.7
20,27167,269.2
21,27167,3319.5
22,27167,628.0
17,17157,742.4
18,17157,391124.9
19,17157,318.2
20,17157,100538.6
21,17157,3711.9
1,23011,564369.1
2,23011,96666.6
17,23011,41238.5
18,23011,21617.0
20,23011,4877.7
21,23011,2580844.1
22,23011,99881.5
1,51173,4434.1
5,51173,260.8
17,51173,15519.4
18,51173,1689131.6
21,51173,31821.2
5,35041,894.1
1,42111,6842.9
2,42111,258.2
16,42111,903.8
17,42111,129.1
18,42111,2727604.0
20,42111,4648.0
21,42111,1053031.2
22,42111,4389.8
1,51191,1674.4
17,51191,4765.5
18,51191,1832910.9
21,51191,901.6
4,37081,547135.6
5,37081,157.7
17,37081,163667.6
18,37081,2450599.7
19,37081,315.4
20,37081,22705.3
5,16001,216.7
6,16001,5288.5
7,16001,6675.7
22,16001,86.7
26,16001,43.3
5,40039,68925.6
24,40039,7320.9
18,39101,16718.5
20,39101,2655.3
21,39101,1868.5
18,17149,632836.9
19,17149,225.2
20,17149,30296.0
21,17149,9685.7
18,17203,206868.5
19,17203,982.7
20,17203,17198.1
21,17203,15109.8
3,13245,38587.2
4,13245,480148.5
17,13245,18467.3
18,13245,111378.4
19,13245,108647.8
20,13245,18898.4
3,01107,378.1
4,01107,1355311.3
5,01107,378.1
17,01107,97361.6
18,01107,969835.0
19,01107,456370.7
20,01107,9074.5
5,40045,7223.6
18,40045,93.2
24,40045,46.6
17,17145,16275.8
18,17145,204207.2
19,17145,217.0
20,17145,93423.2
21,17145,651.0
18,19075,431.7
20,19075,3798.7
21,19075,431.7
5,08107,146922.3
6,08107,19435.4
7,08107,3239.2
9,08107,1058843.5
10,08107,672063.7
14,08107,462.7
20,08107,10720.3
22,08107,2157714.6
24,08107,366573.2
5,34035,36479.5
18,34035,282216.2
20,34035,1749.0
21,34035,40727.1
22,34035,1374.2
6,06011,163.5
7,06011,5886.1
9,06011,24362.1
14,06011,25506.6
15,06011,344666.2
24,06011,222692.3
25,06011,654.0
26,06011,163.5
4,17087,1142.3
5,17087,30842.8
18,17087,579044.4
19,17087,913.9
20,17087,42722.9
21,17087,5483.2
5,08053,6277.7
6,08053,105660.9
7,08053,15245.8
9,08053,1912005.2
10,08053,22012.7
14,08053,1059.9
22,08053,475310.9
24,08053,41579.5
5,16031,72968.2
6,16031,67245.2
7,16031,508.7
9,16031,17836.7
10,16031,5182.5
14,16031,63.6
20,16031,63.6
22,16031,43908.1
26,16031,15833.6
1,27059,23819.0
2,27059,9431.7
17,27059,79.9
18,27059,75133.9
20,27059,56750.1
21,27059,50995.1
22,27059,41963.1
1,42049,16772.7
4,42049,115.7
17,42049,578.4
18,42049,38866.5
20,42049,44418.9
21,42049,1893932.4
22,42049,10410.7
4,28029,1258751.6
17,28029,277955.1
18,28029,1221593.8
19,28029,208618.1
20,28029,34000.6
4,48467,9237.4
17,48467,36902.0
18,48467,97707.0
19,48467,28950.2
20,48467,13094.3
1,51161,7359.1
4,51161,1249.7
17,51161,26381.5
18,51161,1129684.2
20,51161,277.7
1,51015,8986.5
4,51015,553.0
17,51015,156918.4
18,51015,2923244.2
20,51015,2765.1
21,51015,1382.5
5,49031,519510.2
6,49031,31425.6
7,49031,11058.2
9,49031,197863.0
10,49031,56.4
14,49031,1072.0
22,49031,165986.0
24,49031,19069.8
26,49031,8011.6
1,21161,180.8
5,21161,5333.0
17,21161,10756.5
18,21161,135133.7
20,21161,13920.1
21,21161,2169.4
1,27009,5711.1
2,27009,413.8
18,27009,28224.2
20,27009,4552.3
21,27009,24996.2
22,27009,33024.8
5,48129,12502.5
24,48129,88.4
3,12005,2074624.5
4,12005,152723.1
17,12005,6612.6
18,12005,72466.5
19,12005,155802.9
21,12005,452.9
4,01077,57003.3
17,01077,310944.9
18,01077,634805.3
19,01077,13886.7
20,01077,2233.5
1,18045,4798.7
18,18045,11396.9
20,18045,8517.7
21,18045,59144.0
18,17173,279794.1
20,17173,6215.2
21,17173,998.9
18,17051,483758.6
19,17051,223.9
20,17051,33026.8
21,17051,1791.3
17,39127,216.4
18,39127,929103.4
20,39127,14605.1
21,39127,62639.8
22,39127,2488.3
4,51590,15270.5
17,51590,5740.8
18,51590,95297.0
20,51590,114.8
4,13011,88472.4
17,13011,53928.1
18,13011,671935.7
19,13011,5847.6
20,13011,974.6
3,13305,902755.8
4,13305,314456.5
17,13305,42211.6
18,13305,35819.9
19,13305,249274.9
20,13305,5193.2
18,40109,470315.9
20,40109,155.3
21,40109,77.7
18,40069,839812.7
19,40069,38.4
20,40069,9946.6
1,37099,25425.8
4,37099,841.9
17,37099,15828.0
18,37099,3143878.1
21,37099,122077.6
5,49043,208168.6
6,49043,68328.0
7,49043,3184.8
9,49043,951437.8
10,49043,790635.5
14,49043,57.9
22,49043,727808.5
24,49043,590805.2
26,49043,2837.3
5,29167,559.8
17,29167,466.5
18,29167,466107.2
20,29167,186.6
21,29167,559.8
5,32015,556005.9
14,32015,1734.8
22,32015,2270.2
26,32015,23108.9
17,19191,920.4
18,19191,234621.1
20,19191,9664.7
21,19191,73175.3
22,19191,1932.9
4,21023,158.9
5,21023,38369.3
17,21023,38210.5
18,21023,188748.6
20,21023,56084.4
21,21023,1350.5
1,55037,84143.8
2,55037,250756.9
18,55037,1465.2
20,55037,1988.5
21,55037,1047715.9
22,55037,922860.7
4,54087,1980.4
17,54087,5413.1
18,54087,2468652.6
21,54087,1716.4
1,27159,188489.3
2,27159,13090.4
18,27159,47075.1
20,27159,8433.2
21,27159,25299.7
22,27159,125869.3
4,51670,7982.3
17,51670,916.0
18,51670,4972.6
19,51670,916.0
20,51670,261.7
18,17201,130379.8
20,17201,29184.2
21,17201,11270.3
5,04007,2843897.1
6,04007,2805.7
7,04007,306509.5
9,04007,71.3
14,04007,8726.2
24,04007,181394.8
26,04007,54045.1
4,24045,490463.9
17,24045,51523.0
18,24045,308515.6
19,24045,49407.3
20,24045,8338.3
17,21043,728.7
18,21043,1471127.3
20,21043,208.2
21,21043,104.1
1,37097,1880.8
4,37097,236825.1
17,37097,179773.9
18,37097,2200075.1
20,37097,1097.1
4,51083,778075.6
17,51083,100077.7
18,51083,1598960.2
19,51083,761.0
20,51083,22831.4
4,37091,922181.0
17,37091,107727.1
18,37091,227372.3
19,37091,259721.3
20,37091,4953.0
1,36057,4545.3
16,36057,889.3
17,36057,5731.0
18,36057,80234.4
20,36057,65412.8
21,36057,398207.9
22,36057,7608.4
2,27113,211.1
18,27113,2884.9
20,27113,1477.6
21,27113,774.0
22,27113,80706.7
6,53073,5044936.1
9,53073,9876544.4
10,53073,3568.2
11,53073,3068403.9
14,53073,81813.9
20,53073,7901.0
22,53073,4842.6
23,53073,2670803.6
26,53073,5352.3
5,41021,3876.4
6,41021,639.4
7,41021,7852.7
24,41021,339.7
4,34029,876391.0
17,34029,58632.1
18,34029,273866.3
19,34029,107898.1
20,34029,16859.1
21,34029,1217.6
4,05009,176.4
5,05009,25143.5
17,05009,27525.5
18,05009,993917.3
20,05009,705.8
5,40031,2678.3
18,40031,340607.3
20,40031,167.4
24,40031,334.8
4,48253,5358.1
17,48253,197.0
18,48253,1575.9
19,48253,2679.1
20,48253,3467.0
4,48185,178392.1
17,48185,56159.5
18,48185,95662.4
19,48185,17159.9
20,48185,14845.0
28,48185,1358.7
1,26049,1489.5
18,26049,93.1
22,26049,235714.2
18,22007,1529.2
19,22007,805627.0
20,22007,55191.4
28,22007,16682.5
4,28013,434829.7
17,28013,50894.1
18,28013,967444.6
19,28013,116084.2
20,28013,21272.6
3,28041,931785.4
4,28041,340776.1
17,28041,688684.0
18,28041,352249.0
19,28041,456538.7
5,30017,86.9
7,30017,121295.7
20,30017,278.1
17,46109,74.3
18,46109,10550.3
20,46109,2228.9
21,46109,1114.5
17,17141,352.6
18,17141,216871.4
20,17141,8815.9
21,17141,9521.2
18,38077,7812.7
20,38077,18202.8
21,38077,12806.4
22,38077,161.1
1,55005,20027.3
2,55005,3013.8
17,55005,777.8
18,55005,479390.4
20,55005,28290.9
21,55005,452071.7
22,55005,143107.4
1,55051,67155.5
2,55051,609871.4
18,55051,2188.8
20,55051,6665.8
21,55051,2363077.6
22,55051,327420.4
1,27157,2247.5
7,27157,97.7
17,27157,1368.0
18,27157,375137.9
20,27157,71236.1
21,27157,47979.4
22,27157,1856.6
6,06015,5049374.9
7,06015,7239.8
8,06015,728971.4
9,06015,100358.4
13,06015,1153122.8
14,06015,1497.9
15,06015,1387542.1
23,06015,126821.0
24,06015,8238.4
25,06015,1854882.6
26,06015,51177.8
4,40127,2163028.9
5,40127,497.1
17,40127,721009.6
18,40127,1353831.8
19,40127,7953.8
20,40127,7854.4
6,53007,9908802.2
7,53007,2610255.9
9,53007,7797470.0
10,53007,525525.7
11,53007,160155.1
14,53007,668308.0
20,53007,10677.0
22,53007,1447.7
23,53007,6333.8
24,53007,19182.4
1,26141,179131.7
2,26141,601445.6
22,26141,1167501.7
18,40027,492822.9
20,40027,1281.6
1,36105,31208.2
17,36105,34057.1
18,36105,1396080.8
20,36105,18258.7
21,36105,3349506.2
1,37149,6258.8
4,37149,131803.1
17,37149,206786.1
18,37149,782841.8
19,37149,736.3
20,37149,11535.8
3,37165,72337.1
4,37165,418068.1
17,37165,86370.1
18,37165,98649.0
19,37165,160628.4
3,37085,67356.1
4,37085,721367.5
5,37085,763.7
17,37085,1268617.2
18,37085,753136.4
19,37085,254762.0
20,37085,17717.3
3,37105,862.6
4,37105,589472.7
5,37105,143.8
17,37105,296461.6
18,37105,528656.4
19,37105,3163.0
20,37105,3594.3
18,18159,434.9
5,20027,2046.3
17,20027,8669.6
18,20027,10177.4
20,20027,30855.3
21,20027,34570.9
4,40145,725.7
17,40145,1088.6
18,40145,782897.9
19,40145,1512.0
20,40145,161659.8
21,40145,3749.7
5,30083,4809.2
7,30083,3920.5
20,30083,20961.8
4,05003,1375410.7
17,05003,47599.8
18,05003,74975.1
19,05003,361874.2
20,05003,7439.7
28,05003,144.5
17,05041,567.1
18,05041,10350.2
19,05041,410463.3
20,05041,807598.9
28,05041,3261.0
4,47135,2804.8
17,47135,9199.8
18,47135,1698365.5
19,47135,12116.8
20,47135,5385.2
21,47135,336.6
1,27163,1857.6
2,27163,353.8
5,27163,88.5
17,27163,88.5
18,27163,78639.2
20,27163,41663.7
21,27163,75985.5
22,27163,6369.0
4,51740,6966.5
17,51740,1833.3
18,51740,977.8
19,51740,122.2
20,51740,1833.3
17,42051,271.6
18,42051,2722157.8
20,42051,2988.1
21,42051,232120.9
1,54023,4697.7
2,54023,3047.2
4,54023,507.9
17,54023,634.8
18,54023,1767997.9
20,54023,507.9
21,54023,312462.7
1,51171,3287.7
4,51171,1446.6
17,51171,23014.1
18,51171,1805487.4
20,51171,4997.3
21,51171,2630.2
5,29025,3089.1
17,29025,21227.6
18,29025,125781.6
20,29025,35722.6
21,29025,16237.6
3,12107,1611083.8
4,12107,164121.5
17,12107,257937.8
18,12107,252573.6
19,12107,536305.1
20,12107,114.1
27,12107,4108.7
5,18025,118.2
17,18025,30377.6
18,18025,946197.7
20,18025,21158.0
21,18025,52008.4
17,29111,4403.6
18,29111,369900.4
20,29111,49013.7
21,29111,4978.0
5,16071,27723.6
6,16071,45251.0
7,16071,196.6
9,16071,280.9
10,16071,28.1
22,16071,13370.3
26,16071,14353.4
18,17139,29153.7
20,17139,1305.4
21,17139,108.8
4,21107,502.8
17,21107,4424.3
18,21107,663350.2
19,21107,56309.9
20,21107,276220.0
21,21107,100.6
6,16035,3331959.3
7,16035,190150.6
9,16035,7864290.8
10,16035,417562.6
11,16035,413078.4
12,16035,5872.1
22,16035,213.5
26,16035,21139.7
1,21013,1280.9
4,21013,349.3
17,21013,2678.2
18,21013,1598985.4
21,21013,116.4
1,27035,237620.8
2,27035,102496.6
17,27035,1565.5
18,27035,434621.9
20,27035,33698.6
21,27035,252698.6
22,27035,1557141.0
5,04009,987557.0
6,04009,30320.5
7,04009,178819.3
9,04009,302.1
20,04009,27.5
24,04009,261486.5
26,04009,32462.7
4,05123,406.0
18,05123,251308.6
19,05123,152652.7
20,05123,31261.3
28,05123,812.0
3,13101,974304.2
4,13101,5760.7
17,13101,8936.5
18,13101,11890.8
19,13101,166175.3
5,20105,1628.2
18,20105,3571.5
20,20105,6460.2
21,20105,997.9
5,20183,8845.0
18,20183,7739.4
20,20183,50507.2
21,20183,3668.7
3,12065,810464.2
4,12065,270587.2
17,12065,318045.3
18,12065,166265.7
19,12065,656522.5
20,12065,1297.3
27,12065,23242.6
4,28005,1729477.2
17,28005,212864.3
18,28005,674531.0
19,28005,298442.7
20,28005,1322.1
4,05097,1729746.9
5,05097,401.3
17,05097,305798.3
18,05097,617415.6
19,05097,100.3
20,05097,1404.6
1,26025,1336.8
18,26025,13479.8
20,26025,109843.6
21,26025,34646.4
22,26025,489506.0
3,01029,182806.9
4,01029,497981.5
17,01029,385770.8
